Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
437771,433085,2,2018-01-18,14:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,29
430770,433453,1,2018-01-18,08:28:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,27
430770,433453,1,2018-01-18,08:28:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,46
426643,433874,1,2018-01-18,07:20:00,A,Dry,Darkness: Street lighting unknown,Fine without high winds,Bus,Pedestrian,Slight,Male,23
419531,441575,2,2018-01-18,09:20:00,A,Frost/Ice,Daylight: Street lights present,Other,Car,Driver,Slight,Female,39
419531,441575,2,2018-01-18,09:20:00,A,Frost/Ice,Daylight: Street lights present,Other,Car,Driver,Slight,Male,38
431421,432409,2,2018-01-19,22:35:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,17
434529,435517,2,2018-01-19,20:07:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,31
430951,429996,3,2018-01-19,07:20:00,Unclassified,Frost/Ice,Darkness: Street lighting unknown,Fine without high winds,Car,Driver,Slight,Female,44
431048,433059,1,2018-01-19,06:35:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Slight,Male,19
424235,428163,1,2018-01-19,23:15:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,27
430933,435649,2,2018-01-19,10:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,28
431091,432229,1,2018-01-20,20:00:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Serious,Male,34
429702,431348,1,2018-01-20,03:00:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,39
429702,431348,1,2018-01-20,03:00:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,38
429702,431348,1,2018-01-20,03:00:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,28
429702,431348,1,2018-01-20,03:00:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Serious,Male,31
429702,431348,1,2018-01-20,03:00:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,37
430411,439579,2,2018-01-20,17:30:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,50
426978,430296,2,2018-01-21,15:30:00,Motorway,Frost/Ice,Daylight: Street lights present,Raining with high winds,Car,Passenger,Slight,Female,46
421533,445877,2,2018-01-21,13:42:00,Unclassified,Snow,Daylight: Street lights present,Snowing without high winds,Car,Driver,Slight,Female,31
421533,445877,2,2018-01-21,13:42:00,Unclassified,Snow,Daylight: Street lights present,Snowing without high winds,Car,Passenger,Slight,Male,17
428805,425807,1,2018-01-21,13:30:00,Unclassified,Frost/Ice,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,40
431753,434603,2,2018-01-21,11:44:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,36
433816,434551,≥4,2018-01-22,16:52:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,31
425482,438746,2,2018-01-22,18:39:00,Unclassified,Snow,Darkness: Street lights present and lit,Snowing without high winds,Car,Driver,Slight,Male,24
431803,431377,1,2018-01-22,12:55:00,A,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Pedestrian,Slight,Male,16
430782,438592,2,2018-01-22,15:03:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,35
433816,434551,≥4,2018-01-22,16:52:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,30
433816,434551,≥4,2018-01-22,16:52:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,36
433816,434551,≥4,2018-01-22,16:52:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,40
430157,430970,2,2018-01-22,18:21:00,Unclassified,Wet/Damp,Darkness: No street lighting,Fine without high winds,Pedal cycle,Driver,Slight,Male,25
428504,434471,1,2018-01-23,23:17:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Female,19
436642,432604,2,2018-01-23,19:30:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,32
423662,438120,2,2018-01-23,13:24:00,Unclassified,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver,Slight,Male,71
434164,433869,1,2018-01-24,17:52:00,A,Dry,Darkness: Street lighting unknown,Fine without high winds,Bus,Pedestrian,Serious,Male,17
424992,432896,2,2018-01-24,08:30:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,15
427853,432793,2,2018-01-24,14:00:00,Unclassified,Dry,Daylight: Street lights present,Raining with high winds,Car,Driver,Slight,Male,64
424992,432896,2,2018-01-24,08:30:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Female,38
433562,425862,3,2018-01-24,13:51:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Driver,Serious,Male,68
424992,432896,2,2018-01-24,08:30:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Female,38
435590,431291,2,2018-01-24,07:54:00,Motorway,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,70
435590,431291,2,2018-01-24,07:54:00,Motorway,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,65
429558,431565,2,2018-01-25,19:30:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Driver,Slight,Male,50
424868,434435,1,2018-01-25,17:44:00,B,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Slight,Male,39
432713,434970,1,2018-01-25,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,39
425473,432855,2,2018-01-25,14:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,27
428707,433140,2,2018-01-25,14:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,56
431074,430365,2,2018-01-25,13:14:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Passenger,Slight,Female,62
430499,437087,1,2018-01-25,22:05:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,43
427493,436984,1,2018-01-25,09:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,85
434229,438674,2,2018-01-25,08:25:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,25
431074,430365,2,2018-01-25,13:14:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,72
429224,431521,2,2018-01-26,19:30:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,41
429760,434505,2,2018-01-26,14:17:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,21
425941,437265,1,2018-01-26,11:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,24
430045,431049,1,2018-01-26,12:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus,Pedestrian,Serious,Male,48
431982,435807,2,2018-01-27,17:29:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,24
432479,434780,1,2018-01-27,02:20:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,28
431904,434860,2,2018-01-28,00:31:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,36
425626,428575,2,2018-01-28,16:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,19
422493,427896,2,2018-01-28,18:35:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,42
422493,427896,2,2018-01-28,18:35:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,22
437897,433100,1,2018-01-29,20:49:00,A(M),Dry,Darkness: No street lighting,Fine without high winds,Car,Driver,Slight,Male,31
427977,433614,1,2018-01-29,14:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,55
427977,433614,1,2018-01-29,14:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,45
427977,433614,1,2018-01-29,14:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Male,26
443612,431682,≥4,2018-01-29,15:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,52
443612,431682,≥4,2018-01-29,15:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Driver,Slight,Male,40
440500,446312,1,2018-01-29,14:50:00,A(M),Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,55
432183,433327,2,2018-01-29,14:18:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,23
443335,435491,2,2018-01-29,13:05:00,B,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,19
443335,435491,2,2018-01-29,13:05:00,B,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Serious,Female,72
423546,437387,2,2018-01-29,06:43:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Driver,Slight,Male,52
432286,426254,2,2018-01-29,05:50:00,Motorway,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,5
432286,426254,2,2018-01-29,05:50:00,Motorway,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,31
443335,435491,2,2018-01-29,13:05:00,B,Wet/Damp,Daylight: Street lights present,Fine without high winds,Goods vehicle,Driver,Slight,Male,58
427811,431244,≥4,2018-01-30,06:45:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,58
435268,434804,2,2018-01-30,09:13:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,10
438497,430405,2,2018-01-30,08:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,33
423857,438580,1,2018-01-31,08:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,12
435425,437263,2,2018-01-31,18:15:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,66
435425,437263,2,2018-01-31,18:15:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,34
436860,433637,2,2018-01-31,16:45:00,A,Dry,Daylight: Street lights present,Fine with high winds,Bus,Passenger,Slight,Female,53
420831,439679,2,2018-01-31,17:59:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,25
427489,434601,2,2018-01-31,14:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
432375,426056,2,2018-02-01,12:14:00,Motorway,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Female,24
431739,431403,1,2018-02-02,20:00:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,23
431883,435363,3,2018-02-02,18:55:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,17
431883,435363,3,2018-02-02,18:55:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,16
431883,435363,3,2018-02-02,18:55:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,37
428995,429899,3,2018-02-02,16:25:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,57
429972,433288,2,2018-02-02,18:38:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Female,21
427102,427364,1,2018-02-02,16:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,12
418458,442826,1,2018-02-02,08:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,13
427844,435959,2,2018-02-03,20:15:00,Unclassified,Snow,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,42
428621,432870,2,2018-02-03,21:04:00,A,Snow,Darkness: Street lights present and lit,Snowing without high winds,Car,Driver,Slight,Female,23
441087,434591,1,2018-02-03,16:05:00,Motorway,Wet/Damp,Daylight: Street lights present,Fine with high winds,Car,Driver,Serious,Male,40
433120,429595,1,2018-02-04,19:07:00,Motorway,Wet/Damp,Darkness: Street lights present and lit,Raining with high winds,Car,Driver,Slight,Female,43
432431,443522,2,2018-02-04,10:39:00,A,Flood (3cm deep),Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,48
432431,443522,2,2018-02-04,10:39:00,A,Flood (3cm deep),Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,50
429389,426425,3,2018-02-05,16:26:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,53
438661,445954,2,2018-02-05,10:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,27
430348,432101,1,2018-02-05,17:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,30
436589,436642,1,2018-02-05,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,10
436473,434061,≥4,2018-02-05,14:39:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,42
436473,434061,≥4,2018-02-05,14:39:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,43
440141,426164,2,2018-02-05,13:27:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,29
434642,428162,2,2018-02-06,11:00:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,17
431343,433944,2,2018-02-07,16:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,43
431343,433944,2,2018-02-07,16:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,39
422818,435383,1,2018-02-07,14:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,12
424118,428137,2,2018-02-07,19:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,62
431071,434566,2,2018-02-07,07:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,48
424118,428137,2,2018-02-07,19:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,9
424118,428137,2,2018-02-07,19:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,59
425925,426689,1,2018-02-07,17:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,74
433362,425663,2,2018-02-07,07:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,36
426440,428516,2,2018-02-07,15:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,58
430892,433813,3,2018-02-07,14:38:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,53
433151,426329,2,2018-02-08,09:43:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,51
